Time,Treatments,dSpecies_1_dt,dSpecies_2_dt,dSpecies_3_dt,dSpecies_4_dt,dSpecies_5_dt,dSpecies_6_dt
0.0,sp_1_2_3_4_5_6,0.0028319021,0.0018304214,0.002379442,0.0014062035,0.0030124015,0.001829535
2.6666667,sp_1_2_3_4_5_6,0.020276185,0.0037480758,0.012381718,0.0037968652,0.04033843,0.0051125265
5.3333335,sp_1_2_3_4_5_6,0.00334149,-0.004259146,0.013358003,0.0048467913,0.34941548,0.0034480973
8.0,sp_1_2_3_4_5_6,-0.014443031,-0.0013091796,-0.0031609575,0.0038080912,0.03376834,0.010343228
10.666667,sp_1_2_3_4_5_6,-0.005923776,-0.00027313238,-0.009317461,0.0025339301,-0.037490733,0.03237885
13.333333,sp_1_2_3_4_5_6,-0.0021742014,-4.0157902e-05,-0.008576951,-0.0029984587,-0.05244054,0.0876326
16.0,sp_1_2_3_4_5_6,-0.0011186673,4.179726e-05,-0.0030598429,-0.0077733644,-0.02668268,0.17170472
18.666666,sp_1_2_3_4_5_6,-0.0010846707,9.839248e-05,-0.00050460256,-0.0046125352,-0.0039049413,0.18375872
21.333334,sp_1_2_3_4_5_6,-0.0010088118,0.00016436417,0.00032877683,-0.0013391557,0.0023448658,0.105847
24.0,sp_1_2_3_4_5_6,-0.0008347912,0.00025587704,0.0006568252,-0.00028983704,0.0039387224,0.04561033
0.0,sp_1_3_4_5_6,0.003415132,0.0,0.0028404382,0.0016719874,0.0036344675,0.0021978605
2.6666667,sp_1_3_4_5_6,0.024460636,0.0,0.014046434,0.004250092,0.05070555,0.0058933245
5.3333335,sp_1_3_4_5_6,-0.0015590856,-0.0,0.010623481,0.004638509,0.357019,0.0033793484
8.0,sp_1_3_4_5_6,-0.014848092,-0.0,-0.004136006,0.003748287,0.017259961,0.010957261
10.666667,sp_1_3_4_5_6,-0.0060080793,-0.0,-0.009360752,0.0023451801,-0.040107764,0.0335768
13.333333,sp_1_3_4_5_6,-0.0021894656,-0.0,-0.007986374,-0.0033389102,-0.050824896,0.08806639
16.0,sp_1_3_4_5_6,-0.001164197,0.0,-0.0028186596,-0.0078471,-0.02458783,0.16698426
18.666666,sp_1_3_4_5_6,-0.0011862498,0.0,-0.00048378384,-0.0046079527,-0.0033123754,0.17711078
21.333334,sp_1_3_4_5_6,-0.0011260725,0.0,0.00029341297,-0.001355345,0.0022719624,0.10506504
24.0,sp_1_3_4_5_6,-0.00094248325,0.0,0.0006135264,-0.00029760838,0.0037038687,0.048134364
0.0,sp_1_2_3_4_5_6,0.0028319021,0.0018304214,0.002379442,0.0014062035,0.0030124015,0.001829535
2.6666667,sp_1_2_3_4_5_6,0.020276185,0.0037480758,0.012381718,0.0037968652,0.04033843,0.0051125265
5.3333335,sp_1_2_3_4_5_6,0.00334149,-0.004259146,0.013358003,0.0048467913,0.34941548,0.0034480973
8.0,sp_1_2_3_4_5_6,-0.014443031,-0.0013091796,-0.0031609575,0.0038080912,0.03376834,0.010343228
10.666667,sp_1_2_3_4_5_6,-0.005923776,-0.00027313238,-0.009317461,0.0025339301,-0.037490733,0.03237885
13.333333,sp_1_2_3_4_5_6,-0.0021742014,-4.0157902e-05,-0.008576951,-0.0029984587,-0.05244054,0.0876326
16.0,sp_1_2_3_4_5_6,-0.0011186673,4.179726e-05,-0.0030598429,-0.0077733644,-0.02668268,0.17170472
18.666666,sp_1_2_3_4_5_6,-0.0010846707,9.839248e-05,-0.00050460256,-0.0046125352,-0.0039049413,0.18375872
21.333334,sp_1_2_3_4_5_6,-0.0010088118,0.00016436417,0.00032877683,-0.0013391557,0.0023448658,0.105847
24.0,sp_1_2_3_4_5_6,-0.0008347912,0.00025587704,0.0006568252,-0.00028983704,0.0039387224,0.04561033
0.0,sp_1_2_3,0.0055717034,0.003615788,0.0048954226,0.0,0.0,0.0
2.6666667,sp_1_2_3,0.037076402,0.010264777,0.032088585,0.0,0.0,0.0
5.3333335,sp_1_2_3,0.067007884,0.00026756342,0.15111844,0.0,0.0,-0.0
